orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10282,1069,4,2015-08-15 00:00:00.000,2015-09-12 00:00:00.000,2015-08-21 00:00:00.000,1,12.69,Romero y tomillo,Gran Vía, 1,Madrid,,28001,Spain
10283,1046,3,2015-08-16 00:00:00.000,2015-09-13 00:00:00.000,2015-08-23 00:00:00.000,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10284,1044,4,2015-08-19 00:00:00.000,2015-09-16 00:00:00.000,2015-08-27 00:00:00.000,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10285,1063,1,2015-08-20 00:00:00.000,2015-09-17 00:00:00.000,2015-08-26 00:00:00.000,2,76.83,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10286,1063,8,2015-08-21 00:00:00.000,2015-09-18 00:00:00.000,2015-08-30 00:00:00.000,3,229.24,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10287,1067,8,2015-08-22 00:00:00.000,2015-09-19 00:00:00.000,2015-08-28 00:00:00.000,3,12.76,Ricardo Adocicados,Av. Copacabana, 267,Rio de Janeiro,RJ,02389-890,Brazil
10288,1066,4,2015-08-23 00:00:00.000,2015-09-20 00:00:00.000,2015-09-03 00:00:00.000,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10289,1011,7,2015-08-26 00:00:00.000,2015-09-23 00:00:00.000,2015-08-28 00:00:00.000,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10290,1015,8,2015-08-27 00:00:00.000,2015-09-24 00:00:00.000,2015-09-03 00:00:00.000,1,79.70,Comércio Mineiro,Av. dos Lusíadas, 23,Sao Paulo,SP,05432-043,Brazil
10291,1061,6,2015-08-27 00:00:00.000,2015-09-24 00:00:00.000,2015-09-04 00:00:00.000,2,6.40,Que Delícia,Rua da Panificadora, 12,Rio de Janeiro,RJ,02389-673,Brazil
10292,1081,1,2015-08-28 00:00:00.000,2015-09-25 00:00:00.000,2015-09-02 00:00:00.000,2,1.35,Tradiçao Hipermercados,Av. Inês de Castro, 414,Sao Paulo,SP,05634-030,Brazil
10293,1080,1,2015-08-29 00:00:00.000,2015-09-26 00:00:00.000,2015-09-11 00:00:00.000,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10294,1065,4,2015-08-30 00:00:00.000,2015-09-27 00:00:00.000,2015-09-05 00:00:00.000,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10295,1085,2,2015-09-02 00:00:00.000,2015-09-30 00:00:00.000,2015-09-10 00:00:00.000,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
10296,1046,6,2015-09-03 00:00:00.000,2015-10-01 00:00:00.000,2015-09-11 00:00:00.000,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10297,1007,5,2015-09-04 00:00:00.000,2015-10-16 00:00:00.000,2015-09-10 00:00:00.000,2,5.74,Blondel père et fils,24, place Kléber,Strasbourg,,67000,France
10298,1037,6,2015-09-05 00:00:00.000,2015-10-03 00:00:00.000,2015-09-11 00:00:00.000,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10299,1067,4,2015-09-06 00:00:00.000,2015-10-04 00:00:00.000,2015-09-13 00:00:00.000,2,29.76,Ricardo Adocicados,Av. Copacabana, 267,Rio de Janeiro,RJ,02389-890,Brazil
10300,1049,2,2015-09-09 00:00:00.000,2015-10-07 00:00:00.000,2015-09-18 00:00:00.000,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10301,1086,8,2015-09-09 00:00:00.000,2015-10-07 00:00:00.000,2015-09-17 00:00:00.000,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10302,1076,4,2015-09-10 00:00:00.000,2015-10-08 00:00:00.000,2015-10-09 00:00:00.000,2,6.27,Suprêmes délices,Boulevard Tirou, 255,Charleroi,,B-6000,Belgium
10303,1030,7,2015-09-11 00:00:00.000,2015-10-09 00:00:00.000,2015-09-18 00:00:00.000,2,107.83,Godos Cocina Típica,C/ Romero, 33,Sevilla,,41101,Spain
10304,1080,1,2015-09-12 00:00:00.000,2015-10-10 00:00:00.000,2015-09-17 00:00:00.000,2,63.79,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10305,1055,8,2015-09-13 00:00:00.000,2015-10-11 00:00:00.000,2015-10-09 00:00:00.000,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10306,1069,1,2015-09-16 00:00:00.000,2015-10-14 00:00:00.000,2015-09-23 00:00:00.000,3,7.56,Romero y tomillo,Gran Vía, 1,Madrid,,28001,Spain
10307,1048,2,2015-09-17 00:00:00.000,2015-10-15 00:00:00.000,2015-09-25 00:00:00.000,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10308,1002,7,2015-09-18 00:00:00.000,2015-10-16 00:00:00.000,2015-09-24 00:00:00.000,3,1.61,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10309,1037,3,2015-09-19 00:00:00.000,2015-10-17 00:00:00.000,2015-10-23 00:00:00.000,1,47.30,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10310,1077,8,2015-09-20 00:00:00.000,2015-10-18 00:00:00.000,2015-09-27 00:00:00.000,2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10311,1018,1,2015-09-20 00:00:00.000,2015-10-04 00:00:00.000,2015-09-26 00:00:00.000,3,24.69,Du monde entier,67, rue des Cinquante Otages,Nantes,,44000,France
10312,1086,2,2015-09-23 00:00:00.000,2015-10-21 00:00:00.000,2015-10-03 00:00:00.000,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10313,1063,2,2015-09-24 00:00:00.000,2015-10-22 00:00:00.000,2015-10-04 00:00:00.000,2,1.96,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10314,1065,1,2015-09-25 00:00:00.000,2015-10-23 00:00:00.000,2015-10-04 00:00:00.000,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10315,1038,4,2015-09-26 00:00:00.000,2015-10-24 00:00:00.000,2015-10-03 00:00:00.000,2,41.76,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10316,1065,1,2015-09-27 00:00:00.000,2015-10-25 00:00:00.000,2015-10-08 00:00:00.000,3,150.15,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10317,1048,6,2015-09-30 00:00:00.000,2015-10-28 00:00:00.000,2015-10-10 00:00:00.000,1,12.69,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10318,1038,8,2015-10-01 00:00:00.000,2015-10-29 00:00:00.000,2015-10-04 00:00:00.000,2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10319,1080,7,2015-10-02 00:00:00.000,2015-10-30 00:00:00.000,2015-10-11 00:00:00.000,3,64.50,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10320,1087,5,2015-10-03 00:00:00.000,2015-10-17 00:00:00.000,2015-10-18 00:00:00.000,3,34.57,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10321,1038,3,2015-10-03 00:00:00.000,2015-10-31 00:00:00.000,2015-10-11 00:00:00.000,2,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10322,1058,7,2015-10-04 00:00:00.000,2015-11-01 00:00:00.000,2015-10-23 00:00:00.000,3,0.40,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10323,1039,4,2015-10-07 00:00:00.000,2015-11-04 00:00:00.000,2015-10-14 00:00:00.000,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10324,1071,9,2015-10-08 00:00:00.000,2015-11-05 00:00:00.000,2015-10-10 00:00:00.000,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10325,1039,1,2015-10-09 00:00:00.000,2015-10-23 00:00:00.000,2015-10-14 00:00:00.000,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10326,1008,4,2015-10-10 00:00:00.000,2015-11-07 00:00:00.000,2015-10-14 00:00:00.000,2,77.92,Bólido Comidas preparadas,C/ Araquil, 67,Madrid,,28023,Spain
10327,1024,2,2015-10-11 00:00:00.000,2015-11-08 00:00:00.000,2015-10-14 00:00:00.000,1,63.36,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10328,1028,4,2015-10-14 00:00:00.000,2015-11-11 00:00:00.000,2015-10-17 00:00:00.000,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10329,1075,4,2015-10-15 00:00:00.000,2015-11-26 00:00:00.000,2015-10-23 00:00:00.000,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10330,1046,3,2015-10-16 00:00:00.000,2015-11-13 00:00:00.000,2015-10-28 00:00:00.000,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10331,1009,9,2015-10-16 00:00:00.000,2015-11-27 00:00:00.000,2015-10-21 00:00:00.000,1,10.19,Bon app',12, rue des Bouchers,Marseille,,13008,France
10332,1051,3,2015-10-17 00:00:00.000,2015-11-28 00:00:00.000,2015-10-21 00:00:00.000,2,52.84,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10333,1087,5,2015-10-18 00:00:00.000,2015-11-15 00:00:00.000,2015-10-25 00:00:00.000,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10334,1084,8,2015-10-21 00:00:00.000,2015-11-18 00:00:00.000,2015-10-28 00:00:00.000,2,8.56,Victuailles en stock,2, rue du Commerce,Lyon,,69004,France
10335,1037,7,2015-10-22 00:00:00.000,2015-11-19 00:00:00.000,2015-10-24 00:00:00.000,2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10336,1060,7,2015-10-23 00:00:00.000,2015-11-20 00:00:00.000,2015-10-25 00:00:00.000,2,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10337,1025,4,2015-10-24 00:00:00.000,2015-11-21 00:00:00.000,2015-10-29 00:00:00.000,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany
10338,1055,4,2015-10-25 00:00:00.000,2015-11-22 00:00:00.000,2015-10-29 00:00:00.000,3,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10339,1051,2,2015-10-28 00:00:00.000,2015-11-25 00:00:00.000,2015-11-04 00:00:00.000,2,15.66,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10340,1009,1,2015-10-29 00:00:00.000,2015-11-26 00:00:00.000,2015-11-08 00:00:00.000,3,166.31,Bon app',12, rue des Bouchers,Marseille,,13008,France
10341,1073,7,2015-10-29 00:00:00.000,2015-11-26 00:00:00.000,2015-11-05 00:00:00.000,3,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10342,1025,4,2015-10-30 00:00:00.000,2015-11-13 00:00:00.000,2015-11-04 00:00:00.000,2,54.83,Frankenversand,Berliner Platz 43,München,,80805,Germany
10343,1044,4,2015-10-31 00:00:00.000,2015-11-28 00:00:00.000,2015-11-06 00:00:00.000,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10344,1089,4,2015-11-01 00:00:00.000,2015-11-29 00:00:00.000,2015-11-05 00:00:00.000,2,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10345,1063,2,2015-11-04 00:00:00.000,2015-12-02 00:00:00.000,2015-11-11 00:00:00.000,2,249.06,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10346,1065,3,2015-11-05 00:00:00.000,2015-12-17 00:00:00.000,2015-11-08 00:00:00.000,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10347,1021,4,2015-11-06 00:00:00.000,2015-12-04 00:00:00.000,2015-11-08 00:00:00.000,3,3.10,Familia Arquibaldo,Rua Orós, 92,Sao Paulo,SP,05442-030,Brazil
10348,1086,4,2015-11-07 00:00:00.000,2015-12-05 00:00:00.000,2015-11-15 00:00:00.000,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10349,1075,7,2015-11-08 00:00:00.000,2015-12-06 00:00:00.000,2015-11-15 00:00:00.000,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10350,1041,6,2015-11-11 00:00:00.000,2015-12-09 00:00:00.000,2015-12-03 00:00:00.000,2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10351,1020,1,2015-11-11 00:00:00.000,2015-12-09 00:00:00.000,2015-11-20 00:00:00.000,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10352,1028,3,2015-11-12 00:00:00.000,2015-11-26 00:00:00.000,2015-11-18 00:00:00.000,3,1.30,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10353,1059,7,2015-11-13 00:00:00.000,2015-12-11 00:00:00.000,2015-11-25 00:00:00.000,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10354,1058,8,2015-11-14 00:00:00.000,2015-12-12 00:00:00.000,2015-11-20 00:00:00.000,3,53.80,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10355,1004,6,2015-11-15 00:00:00.000,2015-12-13 00:00:00.000,2015-11-20 00:00:00.000,1,41.95,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10356,1086,6,2015-11-18 00:00:00.000,2015-12-16 00:00:00.000,2015-11-27 00:00:00.000,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10357,1046,1,2015-11-19 00:00:00.000,2015-12-17 00:00:00.000,2015-12-02 00:00:00.000,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10358,1041,5,2015-11-20 00:00:00.000,2015-12-18 00:00:00.000,2015-11-27 00:00:00.000,1,19.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10359,1072,5,2015-11-21 00:00:00.000,2015-12-19 00:00:00.000,2015-11-26 00:00:00.000,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10360,1007,4,2015-11-22 00:00:00.000,2015-12-20 00:00:00.000,2015-12-02 00:00:00.000,3,131.70,Blondel père et fils,24, place Kléber,Strasbourg,,67000,France
10361,1063,1,2015-11-22 00:00:00.000,2015-12-20 00:00:00.000,2015-12-03 00:00:00.000,2,183.17,1063-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10362,1009,3,2015-11-25 00:00:00.000,2015-12-23 00:00:00.000,2015-11-28 00:00:00.000,1,96.04,Bon app',12, rue des Bouchers,Marseille,,13008,France
10363,1017,4,2015-11-26 00:00:00.000,2015-12-24 00:00:00.000,2015-12-04 00:00:00.000,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10364,1019,1,2015-11-26 00:00:00.000,2016-01-07 00:00:00.000,2015-12-04 00:00:00.000,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK
10365,1003,3,2015-11-27 00:00:00.000,2015-12-25 00:00:00.000,2015-12-02 00:00:00.000,2,22.00,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10366,1029,8,2015-11-28 00:00:00.000,2016-01-09 00:00:00.000,2015-12-30 00:00:00.000,2,10.14,Galería del gastronómo,Rambla de Cataluña, 23,Barcelona,,8022,Spain
10367,1083,7,2015-11-28 00:00:00.000,2015-12-26 00:00:00.000,2015-12-02 00:00:00.000,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10368,1020,2,2015-11-29 00:00:00.000,2015-12-27 00:00:00.000,2015-12-02 00:00:00.000,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10369,1075,8,2015-12-02 00:00:00.000,2015-12-30 00:00:00.000,2015-12-09 00:00:00.000,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10370,1014,6,2015-12-03 00:00:00.000,2015-12-31 00:00:00.000,2015-12-27 00:00:00.000,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10371,1041,1,2015-12-03 00:00:00.000,2015-12-31 00:00:00.000,2015-12-24 00:00:00.000,1,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10372,1062,5,2015-12-04 00:00:00.000,2016-01-01 00:00:00.000,2015-12-09 00:00:00.000,2,890.78,Queen Cozinha,Alameda dos Canàrios, 891,Sao Paulo,SP,05487-020,Brazil
10373,1037,4,2015-12-05 00:00:00.000,2016-01-02 00:00:00.000,2015-12-11 00:00:00.000,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10374,1091,1,2015-12-05 00:00:00.000,2016-01-02 00:00:00.000,2015-12-09 00:00:00.000,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10375,1036,3,2015-12-06 00:00:00.000,2016-01-03 00:00:00.000,2015-12-09 00:00:00.000,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10376,1051,1,2015-12-09 00:00:00.000,2016-01-06 00:00:00.000,2015-12-13 00:00:00.000,2,20.39,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10377,1072,1,2015-12-09 00:00:00.000,2016-01-06 00:00:00.000,2015-12-13 00:00:00.000,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10378,1024,5,2015-12-10 00:00:00.000,2016-01-07 00:00:00.000,2015-12-19 00:00:00.000,3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10379,1061,2,2015-12-11 00:00:00.000,2016-01-08 00:00:00.000,2015-12-13 00:00:00.000,1,45.03,Que Delícia,Rua da Panificadora, 12,Rio de Janeiro,RJ,02389-673,Brazil
10380,1037,8,2015-12-12 00:00:00.000,2016-01-09 00:00:00.000,2016-01-16 00:00:00.000,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10381,1046,3,2015-12-12 00:00:00.000,2016-01-09 00:00:00.000,2015-12-13 00:00:00.000,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10382,1020,4,2015-12-13 00:00:00.000,2016-01-10 00:00:00.000,2015-12-16 00:00:00.000,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10383,1004,8,2015-12-16 00:00:00.000,2016-01-13 00:00:00.000,2015-12-18 00:00:00.000,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10384,1005,3,2015-12-16 00:00:00.000,2016-01-13 00:00:00.000,2015-12-20 00:00:00.000,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10385,1075,1,2015-12-17 00:00:00.000,2016-01-14 00:00:00.000,2015-12-23 00:00:00.000,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10386,1021,9,2015-12-18 00:00:00.000,2016-01-01 00:00:00.000,2015-12-25 00:00:00.000,3,13.99,Familia Arquibaldo,Rua Orós, 92,Sao Paulo,SP,05442-030,Brazil
10387,1070,1,2015-12-18 00:00:00.000,2016-01-15 00:00:00.000,2015-12-20 00:00:00.000,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10388,1072,2,2015-12-19 00:00:00.000,2016-01-16 00:00:00.000,2015-12-20 00:00:00.000,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10389,1010,4,2015-12-20 00:00:00.000,2016-01-17 00:00:00.000,2015-12-24 00:00:00.000,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
